date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2021-02-20,ME,658,643.0,2,15.0,1505.0,1505.0,75.0,2.0,,24.0,,0.0,14011.0,,,,6.0,43367.0,34431.0,143.0,0.0,783.0,9634.0,,,39793.0,12759.0,,0.0,1526754.0,10126.0,14806.0,182239.0,,,,0.0,1526754.0,10126.0
2021-02-20,MI,16342,15359.0,68,983.0,,,860.0,0.0,,217.0,,0.0,,,9410432.0,,107.0,636269.0,579919.0,823.0,0.0,,,,,734635.0,529080.0,,0.0,10145067.0,39029.0,517160.0,,,,,0.0,10145067.0,39029.0
2021-02-20,MN,6423,6153.0,11,270.0,25426.0,25426.0,282.0,58.0,5249.0,59.0,2950728.0,7046.0,,,,,,478157.0,455619.0,870.0,0.0,,,,,,464504.0,6729262.0,28269.0,6729262.0,28269.0,,403179.0,,,3406347.0,7755.0,,0.0
2021-02-20,MO,7715,,6,,,,1257.0,0.0,,275.0,1833540.0,2609.0,123456.0,,3851925.0,,190.0,474587.0,474587.0,566.0,0.0,22986.0,78958.0,,,523776.0,,,0.0,4384973.0,11952.0,146636.0,792819.0,131756.0,329108.0,2308127.0,3175.0,4384973.0,11952.0
2021-02-20,MP,2,2.0,0,,4.0,4.0,,0.0,,,17429.0,0.0,,,,,,135.0,135.0,0.0,0.0,,,,,,29.0,,0.0,17564.0,0.0,,,,,17542.0,0.0,26131.0,0.0
2021-02-20,MS,6553,4610.0,19,1943.0,8978.0,8978.0,563.0,0.0,,152.0,1393383.0,0.0,,,,,89.0,290242.0,180717.0,350.0,0.0,,,,,,264456.0,,0.0,1683625.0,350.0,79693.0,712107.0,,,,0.0,1573265.0,0.0
2021-02-20,MT,1341,,2,,4517.0,4517.0,78.0,11.0,,18.0,,0.0,,,,,11.0,98641.0,95400.0,264.0,0.0,,,,,,94874.0,,0.0,1045673.0,5329.0,,,,,,0.0,1045673.0,5329.0
2021-02-20,NC,10896,9655.0,76,1241.0,,,1708.0,0.0,,409.0,,0.0,,,,,,840096.0,735879.0,3446.0,0.0,,,,,,,,0.0,9191745.0,41747.0,,704644.0,,,,0.0,9191745.0,41747.0
2021-02-20,ND,1465,,0,,3856.0,3856.0,39.0,9.0,562.0,8.0,302687.0,714.0,,,,,,99228.0,94189.0,75.0,0.0,,,,,,97002.0,1392548.0,5295.0,1392548.0,5295.0,,130442.0,,,401915.0,414.0,1491755.0,7546.0
2021-02-20,NE,2047,,4,,6032.0,6032.0,170.0,23.0,,,756304.0,964.0,,,2076255.0,,,198751.0,,309.0,0.0,,,,,230417.0,142336.0,,0.0,2309233.0,7975.0,,,,,955566.0,1274.0,2309233.0,7975.0
2021-02-20,NH,1153,,1,,1092.0,1092.0,109.0,0.0,338.0,,570489.0,1550.0,,,,,,73161.0,51572.0,394.0,0.0,,,,,,68927.0,,0.0,1403242.0,9549.0,38942.0,182334.0,37386.0,,622061.0,1813.0,1403242.0,9549.0
2021-02-20,NJ,22834,20545.0,50,2289.0,63062.0,63062.0,2145.0,104.0,,454.0,9566182.0,0.0,,,,,290.0,764374.0,680937.0,2876.0,0.0,,,,,,,,0.0,10330556.0,2876.0,,,,,,0.0,10244488.0,0.0
2021-02-20,NM,3610,,11,,12901.0,12901.0,278.0,10.0,,,,0.0,,,,,,182475.0,,425.0,0.0,,,,,,130775.0,,0.0,2600275.0,13613.0,,,,,,0.0,2600275.0,13613.0
2021-02-20,NV,4868,,37,,,,639.0,0.0,,145.0,1100139.0,1534.0,,,,,103.0,290671.0,290671.0,371.0,0.0,,,,,,,2656833.0,6747.0,2656833.0,6747.0,,,,,1390810.0,1905.0,,0.0
2021-02-20,NY,37776,,101,,,,5977.0,0.0,,1162.0,,0.0,,,,,801.0,1572175.0,,7692.0,0.0,,,,,,,36240435.0,251645.0,36240435.0,251645.0,,,,,,0.0,,0.0
2021-02-20,OH,16749,14248.0,56,2501.0,49317.0,49317.0,1454.0,104.0,7023.0,386.0,,0.0,,,,,239.0,952306.0,818994.0,2611.0,0.0,,81153.0,,,847186.0,884877.0,,0.0,9750755.0,27257.0,,1580160.0,,,,0.0,9750755.0,27257.0
2021-02-20,OK,4155,,23,,23606.0,23606.0,620.0,69.0,,188.0,2996195.0,3941.0,,,2996195.0,,,418318.0,,973.0,0.0,20802.0,,,,379753.0,398563.0,,0.0,3414513.0,4914.0,145659.0,,,,,0.0,3388179.0,4969.0
2021-02-20,OR,2149,,0,,8403.0,8403.0,206.0,23.0,,56.0,,0.0,,,3266406.0,,24.0,152190.0,,477.0,0.0,,,,,199381.0,,,0.0,3465787.0,16461.0,,,,,,0.0,3465787.0,16461.0
2021-02-20,PA,23570,,90,,,,2060.0,0.0,,443.0,3815778.0,8051.0,,,,,259.0,911591.0,786131.0,2818.0,0.0,,,,,,811315.0,10070782.0,38280.0,10070782.0,38280.0,,,,,4601909.0,10276.0,,0.0
2021-02-20,PR,1957,1664.0,10,293.0,,,215.0,0.0,,39.0,305972.0,0.0,,,395291.0,,37.0,98835.0,91324.0,211.0,0.0,77249.0,,,,20103.0,89460.0,,0.0,404807.0,211.0,,,,,,0.0,415664.0,0.0
2021-02-20,RI,2462,,86,,8870.0,8870.0,177.0,0.0,,29.0,656943.0,1249.0,,,2727083.0,,18.0,123548.0,,403.0,0.0,,,,,147351.0,,2874434.0,20650.0,2874434.0,20650.0,,,,,780491.0,1652.0,,0.0
2021-02-20,SC,8256,7352.0,43,904.0,19899.0,19899.0,1086.0,103.0,,246.0,4309050.0,26259.0,103595.0,,4184082.0,,144.0,501277.0,434589.0,3340.0,0.0,25951.0,103360.0,,,559557.0,227933.0,,0.0,4810327.0,29599.0,129546.0,804990.0,,,,0.0,4743639.0,28068.0
2021-02-20,SD,1859,,6,,6509.0,6509.0,95.0,17.0,,17.0,306170.0,646.0,,,,,9.0,111165.0,98880.0,147.0,0.0,,,,,104059.0,107309.0,,0.0,680703.0,1895.0,,,,,417335.0,793.0,680703.0,1895.0
2021-02-20,TN,11115,8942.0,51,2173.0,18267.0,18267.0,1123.0,32.0,,292.0,,0.0,,,5924910.0,,165.0,764008.0,641998.0,1335.0,0.0,,133433.0,,,740519.0,736300.0,,0.0,6665429.0,10943.0,,1295558.0,,,,0.0,6665429.0,10943.0
2021-02-20,TX,41213,,227,,,,7535.0,0.0,,2321.0,,0.0,,,,,,2583617.0,2241808.0,6486.0,0.0,143484.0,192203.0,,,2568426.0,2312445.0,,0.0,19127832.0,-84769.0,994702.0,2300546.0,,,,0.0,19127832.0,-84769.0
2021-02-20,UT,1842,,8,,14421.0,14421.0,260.0,39.0,2269.0,99.0,1507875.0,3531.0,,,2449909.0,796.0,,366034.0,,778.0,0.0,,57171.0,,54796.0,338973.0,343202.0,,0.0,2788882.0,8812.0,,901208.0,,339630.0,1818506.0,4049.0,2788882.0,8812.0
2021-02-20,VA,7197,6198.0,99,999.0,23436.0,23436.0,1594.0,67.0,,312.0,,0.0,,,,,186.0,561812.0,444150.0,1882.0,0.0,26753.0,117496.0,,,542768.0,,5728208.0,24574.0,5728208.0,24574.0,218376.0,1296216.0,,,,0.0,,0.0
2021-02-20,VI,25,,0,,,,,0.0,,,43564.0,205.0,,,,,,2575.0,,10.0,0.0,,,,,,2464.0,,0.0,46139.0,215.0,,,,,46247.0,215.0,,0.0
2021-02-20,VT,196,,3,,,,39.0,0.0,,11.0,309335.0,564.0,,,,,,14359.0,13948.0,108.0,0.0,,,,,,11540.0,,0.0,1009285.0,6027.0,,,,,323283.0,670.0,1009285.0,6027.0
2021-02-20,WA,4822,,19,,18969.0,18969.0,608.0,35.0,,123.0,,0.0,,,4732340.0,,59.0,332904.0,315419.0,897.0,0.0,,,,,315364.0,,5048054.0,22760.0,5048054.0,22760.0,,,,,,0.0,,0.0
2021-02-20,WI,6871,6284.0,19,587.0,25716.0,25716.0,370.0,81.0,2240.0,96.0,2588501.0,4126.0,,,,,,611789.0,559172.0,815.0,0.0,,,,,,543411.0,6653378.0,25296.0,6653378.0,25296.0,,,,,3147673.0,4802.0,,0.0
2021-02-20,WV,2254,1919.0,6,335.0,,,292.0,0.0,,77.0,,0.0,,,,,42.0,129364.0,103525.0,309.0,0.0,,,,,,117974.0,,0.0,2107857.0,8648.0,31752.0,,,,,0.0,2107857.0,8648.0
2021-02-20,WY,662,,0,,1367.0,1367.0,31.0,0.0,,,178648.0,0.0,,,574121.0,,,53683.0,45583.0,0.0,0.0,,,,,38351.0,52259.0,,0.0,620388.0,0.0,,,,,224231.0,0.0,620388.0,0.0
2021-02-19,AK,289,,1,,1243.0,1243.0,34.0,0.0,,,,0.0,,,1561281.0,,4.0,55198.0,,189.0,0.0,,,,,66577.0,,,0.0,1629829.0,10370.0,,,,,,0.0,1629829.0,10370.0
2021-02-19,AL,9573,7514.0,149,2059.0,44767.0,44767.0,951.0,0.0,2619.0,,1867861.0,4264.0,,,,1488.0,,485212.0,380594.0,847.0,0.0,,,,,,275245.0,,0.0,2248455.0,5063.0,,,114143.0,,2248455.0,5063.0,,0.0
2021-02-19,AR,5336,4287.0,13,1049.0,14500.0,14500.0,630.0,31.0,,237.0,2348207.0,2199.0,,,2348207.0,1495.0,108.0,314713.0,249176.0,268.0,0.0,,,,76961.0,,302872.0,,0.0,2597383.0,2379.0,,,,423896.0,,0.0,2597383.0,2379.0
2021-02-19,AS,0,,0,,,,,0.0,,,2140.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,2140.0,0.0,,,,,,0.0,2140.0,0.0
2021-02-19,AZ,15421,13628.0,145,1793.0,56732.0,56732.0,1738.0,642.0,,563.0,2918905.0,12203.0,,,,,334.0,804116.0,750069.0,1918.0,0.0,,,,,,,,0.0,7351175.0,44506.0,562963.0,,432012.0,,3668974.0,13945.0,7351175.0,44506.0
2021-02-19,CA,48344,,420,,,,8156.0,0.0,,2291.0,,0.0,,,,,,3428518.0,3428518.0,6798.0,0.0,,,,,,,,0.0,46621654.0,117399.0,,,,,,0.0,46621654.0,117399.0
2021-02-19,CO,5878,5148.0,14,730.0,23101.0,23101.0,451.0,54.0,,,2126610.0,5386.0,330617.0,,,,,418695.0,396291.0,1280.0,0.0,53491.0,,,,,,5960772.0,33980.0,5960772.0,33980.0,386590.0,,,,2522901.0,6543.0,,0.0
2021-02-19,CT,7523,6166.0,27,1357.0,,,535.0,0.0,,,,0.0,,,5777127.0,,,273101.0,256139.0,1198.0,0.0,,18150.0,,,311736.0,,,0.0,6096514.0,42964.0,,324744.0,,,,0.0,6096514.0,42964.0
2021-02-19,DC,993,,1,,,,209.0,0.0,,48.0,,0.0,,,,,24.0,39461.0,,160.0,0.0,,,,,,28202.0,1186987.0,5825.0,1186987.0,5825.0,,,,,428067.0,1030.0,,0.0
2021-02-19,DE,1343,1213.0,17,130.0,,,173.0,0.0,,20.0,529807.0,1165.0,,,,,,84181.0,79797.0,329.0,0.0,,,,,87719.0,,1341919.0,6322.0,1341919.0,6322.0,,,,,613988.0,1494.0,,0.0
2021-02-19,FL,30214,,224,,78590.0,78590.0,4298.0,295.0,,,8956962.0,27701.0,831212.0,790547.0,15954828.0,,,1822644.0,1487253.0,6536.0,0.0,165482.0,,155757.0,,2384901.0,,20944479.0,101356.0,20944479.0,101356.0,997190.0,,946648.0,,10779606.0,34237.0,18426875.0,76321.0
2021-02-19,GA,16610,14530.0,207,2080.0,54434.0,54434.0,2973.0,261.0,8898.0,,,0.0,,,,,,980411.0,800959.0,3679.0,0.0,70995.0,154024.0,,,778851.0,,,0.0,6988224.0,24512.0,467159.0,1300188.0,,,,0.0,6988224.0,24512.0
2021-02-19,GU,130,,0,,,,5.0,0.0,,2.0,106994.0,373.0,,,,,2.0,7715.0,7506.0,10.0,0.0,23.0,248.0,,,,7528.0,,0.0,114709.0,383.0,349.0,9003.0,,,,0.0,114500.0,382.0
2021-02-19,HI,430,430.0,2,,2182.0,2182.0,42.0,3.0,,11.0,,0.0,,,,,7.0,27778.0,27048.0,61.0,0.0,,,,,26569.0,,1053796.0,4498.0,1053796.0,4498.0,,,,,,0.0,,0.0
2021-02-19,IA,5336,,15,,,,241.0,0.0,,60.0,1020693.0,1366.0,,92536.0,2332876.0,,26.0,276621.0,276621.0,392.0,0.0,,58545.0,17286.0,55147.0,299936.0,307605.0,,0.0,1297314.0,1758.0,,1287352.0,109872.0,234889.0,1299688.0,1762.0,2646982.0,8127.0
2021-02-19,ID,1826,1607.0,9,219.0,6964.0,6964.0,164.0,17.0,1218.0,37.0,491263.0,1397.0,,,,,,168639.0,137004.0,286.0,0.0,,,,,,91241.0,,0.0,628267.0,1591.0,,123809.0,,,628267.0,1591.0,1052070.0,4190.0
2021-02-19,IL,22368,20192.0,71,2176.0,,,1596.0,0.0,,366.0,,0.0,,,,,190.0,1170902.0,,2219.0,0.0,,,,,,,,0.0,17474319.0,85963.0,,,,,,0.0,17474319.0,85963.0
2021-02-19,IN,12325,11898.0,44,427.0,42333.0,42333.0,948.0,87.0,7383.0,179.0,2416621.0,3489.0,,,,,88.0,653245.0,,1035.0,0.0,,,,,743777.0,,,0.0,7683034.0,32361.0,,,,,3069866.0,4524.0,7683034.0,32361.0
2021-02-19,KS,4614,,93,,9071.0,9071.0,290.0,69.0,2457.0,82.0,947591.0,7010.0,,,,411.0,34.0,290832.0,,2115.0,0.0,,,,,,,,0.0,1238423.0,9125.0,,558292.0,,,1238423.0,9125.0,2403075.0,20552.0
2021-02-19,KY,4401,3995.0,28,406.0,18438.0,18438.0,923.0,124.0,3853.0,265.0,,0.0,,,,,131.0,394687.0,304086.0,1958.0,0.0,9335.0,35390.0,,,242428.0,46473.0,,0.0,3798304.0,11630.0,110492.0,446121.0,,,,0.0,3798304.0,11630.0
2021-02-19,LA,9440,8778.0,34,662.0,,,806.0,0.0,,,4967843.0,11420.0,,,,,129.0,422287.0,364912.0,441.0,0.0,,,,,,396834.0,,0.0,5390130.0,11861.0,,422850.0,,,,0.0,5332755.0,11797.0
2021-02-19,MA,15726,15409.0,40,317.0,19176.0,19176.0,990.0,0.0,,258.0,4267078.0,8800.0,,,,,163.0,565794.0,536506.0,1818.0,0.0,,,14895.0,,641849.0,477796.0,,0.0,15347522.0,106656.0,,,153152.0,533272.0,4803584.0,10479.0,15347522.0,106656.0
2021-02-19,MD,7677,7495.0,16,182.0,34265.0,34265.0,1016.0,97.0,,272.0,2951435.0,6451.0,,167357.0,,,,374974.0,374974.0,1008.0,0.0,,,26456.0,,457509.0,9591.0,,0.0,7597220.0,42207.0,,,193813.0,,3326409.0,7459.0,7597220.0,42207.0
2021-02-19,ME,656,641.0,1,15.0,1503.0,1503.0,87.0,8.0,,29.0,,0.0,14011.0,,,,7.0,43224.0,34333.0,134.0,0.0,783.0,9578.0,,,39671.0,12755.0,,0.0,1516628.0,10983.0,14806.0,180442.0,,,,0.0,1516628.0,10983.0
2021-02-19,MI,16274,15296.0,23,978.0,,,860.0,0.0,,217.0,,0.0,,,9372640.0,,107.0,635446.0,579284.0,1473.0,0.0,,,,,733398.0,517991.0,,0.0,10106038.0,38083.0,515054.0,,,,,0.0,10106038.0,38083.0
2021-02-19,MN,6412,6143.0,8,269.0,25368.0,25368.0,282.0,27.0,5240.0,59.0,2943682.0,11349.0,,,,,,477287.0,454910.0,995.0,0.0,,,,,,463454.0,6700993.0,39244.0,6700993.0,39244.0,,399504.0,,,3398592.0,12174.0,,0.0
2021-02-19,MO,7709,,14,,,,1254.0,0.0,,287.0,1830931.0,2762.0,123204.0,,3840620.0,,194.0,474021.0,474021.0,562.0,0.0,22891.0,78578.0,,,523163.0,,,0.0,4373021.0,13181.0,146288.0,780811.0,131494.0,326217.0,2304952.0,3324.0,4373021.0,13181.0
2021-02-19,MP,2,2.0,0,,4.0,4.0,,0.0,,,17429.0,0.0,,,,,,135.0,135.0,0.0,0.0,,,,,,29.0,,0.0,17564.0,0.0,,,,,17542.0,0.0,26131.0,0.0
2021-02-19,MS,6534,4603.0,3,1931.0,8978.0,8978.0,560.0,0.0,,154.0,1393383.0,0.0,,,,,87.0,289892.0,180550.0,360.0,0.0,,,,,,264456.0,,0.0,1683275.0,360.0,79693.0,712107.0,,,,0.0,1573265.0,0.0
2021-02-19,MT,1339,,2,,4506.0,4506.0,96.0,22.0,,18.0,,0.0,,,,,12.0,98377.0,95274.0,277.0,0.0,,,,,,94613.0,,0.0,1040344.0,4904.0,,,,,,0.0,1040344.0,4904.0
2021-02-19,NC,10820,9595.0,54,1225.0,,,1780.0,0.0,,411.0,,0.0,,,,,,836650.0,733964.0,3227.0,0.0,,,,,,,,0.0,9149998.0,44322.0,,686193.0,,,,0.0,9149998.0,44322.0
2021-02-19,ND,1465,,0,,3847.0,3847.0,36.0,2.0,561.0,11.0,301973.0,0.0,,,,,,99153.0,94150.0,119.0,0.0,,,,,,96864.0,1387253.0,0.0,1387253.0,0.0,,125668.0,,,401501.0,494.0,1484209.0,0.0
2021-02-19,NE,2043,,18,,6009.0,6009.0,185.0,12.0,,,755340.0,1171.0,,,2068787.0,,,198442.0,,400.0,0.0,,,,,229934.0,142336.0,,0.0,2301258.0,10947.0,,,,,954292.0,1570.0,2301258.0,10947.0
2021-02-19,NH,1152,,2,,1092.0,1092.0,116.0,7.0,338.0,,568939.0,1144.0,,,,,,72767.0,51309.0,368.0,0.0,,,,,,68559.0,,0.0,1393693.0,6782.0,38859.0,179392.0,37313.0,,620248.0,1345.0,1393693.0,6782.0
2021-02-19,NJ,22784,20495.0,63,2289.0,62958.0,62958.0,2202.0,123.0,,443.0,9566182.0,63518.0,,,,,300.0,761498.0,678306.0,3047.0,0.0,,,,,,,,0.0,10327680.0,66565.0,,,,,,0.0,10244488.0,66111.0
2021-02-19,NM,3599,,19,,12891.0,12891.0,278.0,43.0,,,,0.0,,,,,,182050.0,,311.0,0.0,,,,,,128299.0,,0.0,2586662.0,10976.0,,,,,,0.0,2586662.0,10976.0
2021-02-19,NV,4831,,26,,,,670.0,0.0,,154.0,1098605.0,1707.0,,,,,106.0,290300.0,290300.0,420.0,0.0,,,,,,,2650086.0,7193.0,2650086.0,7193.0,,,,,1388905.0,2127.0,,0.0
2021-02-19,NY,37675,,119,,,,6155.0,0.0,,1199.0,,0.0,,,,,834.0,1564483.0,,8710.0,0.0,,,,,,,35988790.0,249248.0,35988790.0,249248.0,,,,,,0.0,,0.0
2021-02-19,OH,16693,14204.0,82,2489.0,49213.0,49213.0,1493.0,152.0,7014.0,395.0,,0.0,,,,,270.0,949695.0,817493.0,2306.0,0.0,,80691.0,,,845852.0,880613.0,,0.0,9723498.0,32069.0,,1557261.0,,,,0.0,9723498.0,32069.0
2021-02-19,OK,4132,,20,,23537.0,23537.0,663.0,73.0,,199.0,2992254.0,5069.0,,,2992254.0,,,417345.0,,869.0,0.0,20802.0,,,,379464.0,396736.0,,0.0,3409599.0,5938.0,145659.0,,,,,0.0,3383210.0,5083.0
2021-02-19,OR,2149,,6,,8380.0,8380.0,199.0,34.0,,59.0,,0.0,,,3250432.0,,28.0,151713.0,,456.0,0.0,,,,,198894.0,,,0.0,3449326.0,17415.0,,,,,,0.0,3449326.0,17415.0
2021-02-19,PA,23480,,67,,,,2061.0,0.0,,441.0,3807727.0,7811.0,,,,,266.0,908773.0,783906.0,2778.0,0.0,,,,,,799720.0,10032502.0,41222.0,10032502.0,41222.0,,,,,4591633.0,9829.0,,0.0
2021-02-19,PR,1947,1655.0,7,292.0,,,214.0,0.0,,45.0,305972.0,0.0,,,395291.0,,38.0,98624.0,91149.0,118.0,0.0,76697.0,,,,20103.0,89326.0,,0.0,404596.0,118.0,,,,,,0.0,415664.0,0.0
2021-02-19,RI,2376,,9,,8870.0,8870.0,177.0,24.0,,29.0,655694.0,1386.0,,,2706898.0,,18.0,123145.0,,286.0,0.0,,,,,146886.0,,2853784.0,21423.0,2853784.0,21423.0,,,,,778839.0,1672.0,,0.0
2021-02-19,SC,8213,7325.0,58,888.0,19796.0,19796.0,1122.0,95.0,,265.0,4282791.0,25376.0,103366.0,,4158340.0,,151.0,497937.0,432780.0,2893.0,0.0,25710.0,102630.0,,,557231.0,226443.0,,0.0,4780728.0,28269.0,129076.0,796594.0,,,,0.0,4715571.0,27082.0
2021-02-19,SD,1853,,6,,6492.0,6492.0,91.0,17.0,,12.0,305524.0,573.0,,,,,9.0,111018.0,98775.0,147.0,0.0,,,,,103964.0,107137.0,,0.0,678808.0,1655.0,,,,,416542.0,720.0,678808.0,1655.0
2021-02-19,TN,11064,8898.0,7,2166.0,18235.0,18235.0,1095.0,60.0,,268.0,,0.0,,,5914969.0,,150.0,762673.0,641115.0,1372.0,0.0,,132915.0,,,739517.0,734152.0,,0.0,6654486.0,9534.0,,1285118.0,,,,0.0,6654486.0,9534.0
2021-02-19,TX,40986,,172,,,,7757.0,0.0,,2367.0,,0.0,,,,,,2577131.0,2236776.0,2937.0,0.0,143340.0,190800.0,,,2560644.0,2289773.0,,0.0,19212601.0,401870.0,992781.0,2245228.0,,,,0.0,19212601.0,401870.0
2021-02-19,UT,1834,,21,,14382.0,14382.0,276.0,39.0,2265.0,103.0,1504344.0,3345.0,,,2441705.0,793.0,,365256.0,,857.0,0.0,,56874.0,,54511.0,338365.0,341731.0,,0.0,2780070.0,7950.0,,890374.0,,336787.0,1814457.0,3886.0,2780070.0,7950.0
2021-02-19,VA,7098,6107.0,8,991.0,23369.0,23369.0,1671.0,101.0,,329.0,,0.0,,,,,204.0,559930.0,442757.0,2034.0,0.0,26573.0,116931.0,,,540755.0,,5703634.0,23800.0,5703634.0,23800.0,217916.0,1283107.0,,,,0.0,,0.0
2021-02-19,VI,25,,0,,,,,0.0,,,43359.0,469.0,,,,,,2565.0,,7.0,0.0,,,,,,2454.0,,0.0,45924.0,476.0,,,,,46032.0,469.0,,0.0
2021-02-19,VT,193,,0,,,,39.0,0.0,,13.0,308771.0,1057.0,,,,,,14251.0,13842.0,102.0,0.0,,,,,,11378.0,,0.0,1003258.0,12327.0,,,,,322613.0,1151.0,1003258.0,12327.0
2021-02-19,WA,4803,,44,,18934.0,18934.0,600.0,73.0,,129.0,,0.0,,,4710363.0,,64.0,332007.0,314655.0,1200.0,0.0,,,,,314601.0,,5025294.0,27554.0,5025294.0,27554.0,,,,,,0.0,,0.0
2021-02-19,WI,6852,6267.0,36,585.0,25635.0,25635.0,370.0,79.0,2239.0,96.0,2584375.0,4535.0,,,,,,610974.0,558496.0,919.0,0.0,,,,,,542495.0,6628082.0,28691.0,6628082.0,28691.0,,,,,3142871.0,5309.0,,0.0
2021-02-19,WV,2248,1915.0,12,333.0,,,293.0,0.0,,68.0,,0.0,,,,,33.0,129055.0,103262.0,295.0,0.0,,,,,,117183.0,,0.0,2099209.0,9305.0,31873.0,,,,,0.0,2099209.0,9305.0
2021-02-19,WY,662,,0,,1367.0,1367.0,31.0,3.0,,,178648.0,259.0,,,574121.0,,,53683.0,45583.0,152.0,0.0,,,,,38351.0,52259.0,,0.0,620388.0,2920.0,,,,,224231.0,371.0,620388.0,2920.0
2021-02-18,AK,288,,0,,1243.0,1243.0,37.0,5.0,,,,0.0,,,1551117.0,,3.0,55009.0,,210.0,0.0,,,,,66411.0,,,0.0,1619459.0,7488.0,,,,,,0.0,1619459.0,7488.0
2021-02-18,AL,9424,7391.0,78,2033.0,44767.0,44767.0,1003.0,226.0,2616.0,,1863597.0,4081.0,,,,1485.0,,484365.0,379795.0,1198.0,0.0,,,,,,275245.0,,0.0,2243392.0,5091.0,,,113810.0,,2243392.0,5091.0,,0.0
2021-02-18,AR,5323,4276.0,10,1047.0,14469.0,14469.0,625.0,77.0,,241.0,2346008.0,1432.0,,,2346008.0,1494.0,107.0,314445.0,248996.0,253.0,0.0,,,,76855.0,,301772.0,,0.0,2595004.0,1573.0,,,,421289.0,,0.0,2595004.0,1573.0
2021-02-18,AS,0,,0,,,,,0.0,,,2140.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,2140.0,0.0,,,,,,0.0,2140.0,0.0
2021-02-18,AZ,15276,13510.0,213,1766.0,56090.0,56090.0,1823.0,107.0,,566.0,2906702.0,5466.0,,,,,330.0,802198.0,748327.0,1143.0,0.0,,,,,,,,0.0,7306669.0,25392.0,560865.0,,430690.0,,3655029.0,6423.0,7306669.0,25392.0
2021-02-18,CA,47924,,417,,,,8566.0,0.0,,2427.0,,0.0,,,,,,3421720.0,3421720.0,5573.0,0.0,,,,,,,,0.0,46504255.0,119323.0,,,,,,0.0,46504255.0,119323.0
2021-02-18,CO,5864,5135.0,26,729.0,23047.0,23047.0,462.0,125.0,,,2121224.0,4617.0,329403.0,,,,,417415.0,395134.0,1241.0,0.0,53202.0,,,,,,5926792.0,30591.0,5926792.0,30591.0,384108.0,,,,2516358.0,5719.0,,0.0
2021-02-18,CT,7496,6145.0,20,1351.0,,,568.0,0.0,,,,0.0,,,5735579.0,,,271903.0,254980.0,547.0,0.0,,18068.0,,,310391.0,,,0.0,6053550.0,24953.0,,321303.0,,,,0.0,6053550.0,24953.0
2021-02-18,DC,992,,7,,,,211.0,0.0,,51.0,,0.0,,,,,19.0,39301.0,,121.0,0.0,,,,,,28108.0,1181162.0,3695.0,1181162.0,3695.0,,,,,427037.0,612.0,,0.0
2021-02-18,DE,1326,1196.0,10,130.0,,,197.0,0.0,,18.0,528642.0,1020.0,,,,,,83852.0,79506.0,271.0,0.0,,,,,87442.0,,1335597.0,2593.0,1335597.0,2593.0,,,,,612494.0,1291.0,,0.0
2021-02-18,FL,29990,,166,,78295.0,78295.0,4367.0,301.0,,,8929261.0,19376.0,813960.0,776136.0,15887541.0,,,1816108.0,1482196.0,5030.0,0.0,154948.0,,145802.0,,2376205.0,,20843123.0,73326.0,20843123.0,73326.0,969396.0,,922278.0,,10745369.0,24406.0,18350554.0,50223.0
2021-02-18,GA,16403,14358.0,130,2045.0,54173.0,54173.0,3117.0,293.0,8869.0,,,0.0,,,,,,976732.0,798785.0,3485.0,0.0,70383.0,152547.0,,,776980.0,,,0.0,6963712.0,48940.0,465859.0,1280884.0,,,,0.0,6963712.0,48940.0
2021-02-18,GU,130,,0,,,,6.0,0.0,,2.0,106621.0,390.0,,,,,2.0,7705.0,7497.0,2.0,0.0,23.0,247.0,,,,7528.0,,0.0,114326.0,392.0,349.0,8864.0,,,,0.0,114118.0,392.0
2021-02-18,HI,428,428.0,1,,2179.0,2179.0,39.0,5.0,,12.0,,0.0,,,,,8.0,27717.0,27000.0,65.0,0.0,,,,,26534.0,,1049298.0,7642.0,1049298.0,7642.0,,,,,,0.0,,0.0
2021-02-18,IA,5321,,15,,,,252.0,0.0,,59.0,1019327.0,1708.0,,92387.0,2325188.0,,24.0,276229.0,276229.0,516.0,0.0,,58388.0,17082.0,54992.0,299530.0,306399.0,,0.0,1295556.0,2224.0,,1277680.0,109519.0,233996.0,1297926.0,2223.0,2638855.0,8475.0
